Id,task_1,task_2
data/test/seborrheic_keratosis/ISIC_0014419.jpg,0.211068,0.18613
data/test/seborrheic_keratosis/ISIC_0013764.jpg,0.123744,0.823936
data/test/nevus/ISIC_0014868.jpg,0.272858,0.0800341
data/test/nevus/ISIC_0015974.jpg,0.126017,0.259404
data/test/nevus/ISIC_0015237.jpg,0.293391,0.0537875
data/test/nevus/ISIC_0015992.jpg,0.0083643,0.00550915
data/test/melanoma/ISIC_0013455.jpg,0.150842,0.00400006
data/test/nevus/ISIC_0015009.jpg,0.115025,0.501194
data/test/melanoma/ISIC_0014059.jpg,0.0452267,0.00648707
data/test/melanoma/ISIC_0012989.jpg,0.0125968,0.0212247
data/test/nevus/ISIC_0015056.jpg,0.468009,0.387024
data/test/nevus/ISIC_0015973.jpg,0.0107299,0.075365
data/test/nevus/ISIC_0015040.jpg,0.136975,0.103732
data/test/melanoma/ISIC_0014548.jpg,0.324787,0.0318632
data/test/melanoma/ISIC_0013277.jpg,0.158389,0.162709
data/test/nevus/ISIC_0015994.jpg,0.230939,0.0185571
data/test/nevus/ISIC_0015981.jpg,0.0884108,0.0194194
data/test/seborrheic_keratosis/ISIC_0014474.jpg,0.00840877,0.963293
data/test/seborrheic_keratosis/ISIC_0013270.jpg,0.218382,0.0114592
data/test/nevus/ISIC_0015476.jpg,0.100476,0.0215905
data/test/nevus/ISIC_0015939.jpg,0.229882,0.0354703
data/test/nevus/ISIC_0015360.jpg,0.259412,0.00594526
data/test/nevus/ISIC_0014677.jpg,0.0359921,0.00730203
data/test/seborrheic_keratosis/ISIC_0014647.jpg,0.0318846,0.569467
data/test/nevus/ISIC_0013191.jpg,0.0769551,0.0818546
data/test/nevus/ISIC_0015940.jpg,0.00432246,0.0164604
data/test/nevus/ISIC_0015993.jpg,0.15208,0.0322172
data/test/nevus/ISIC_0015258.jpg,0.18409,0.231724
data/test/nevus/ISIC_0016030.jpg,0.158613,0.199563
data/test/nevus/ISIC_0012095.jpg,0.073428,0.0411128
data/test/nevus/ISIC_0015510.jpg,0.106192,0.0209448
data/test/melanoma/ISIC_0014221.jpg,0.115263,0.286474
data/test/melanoma/ISIC_0014883.jpg,0.162051,0.00716862
data/test/nevus/ISIC_0015944.jpg,0.114011,0.161713
data/test/nevus/ISIC_0015946.jpg,0.143875,0.0244281
data/test/seborrheic_keratosis/ISIC_0012266.jpg,0.0906002,0.515412
data/test/seborrheic_keratosis/ISIC_0012548.jpg,0.342873,0.541397
data/test/seborrheic_keratosis/ISIC_0014634.jpg,0.0412574,0.749203
data/test/nevus/ISIC_0016029.jpg,0.0697118,0.0602115
data/test/nevus/ISIC_0014959.jpg,0.0115597,0.0004071
data/test/nevus/ISIC_0014966.jpg,0.484148,0.0171839
data/test/seborrheic_keratosis/ISIC_0012955.jpg,0.0270912,0.86889
data/test/nevus/ISIC_0015250.jpg,0.0349873,0.455237
data/test/nevus/ISIC_0012836.jpg,0.135325,0.015523
data/test/seborrheic_keratosis/ISIC_0013170.jpg,0.304631,0.305682
data/test/nevus/ISIC_0015125.jpg,0.217435,0.000568043
data/test/nevus/ISIC_0015002.jpg,0.142855,0.325748
data/test/nevus/ISIC_0014969.jpg,0.102812,0.12218
data/test/seborrheic_keratosis/ISIC_0012223.jpg,0.200586,0.31626
data/test/nevus/ISIC_0014693.jpg,0.544583,0.0532031
data/test/nevus/ISIC_0016065.jpg,0.029069,0.167709
data/test/melanoma/ISIC_0015004.jpg,0.175,0.0621589
data/test/nevus/ISIC_0015011.jpg,0.423681,0.134914
data/test/seborrheic_keratosis/ISIC_0012265.jpg,0.768848,0.108169
data/test/seborrheic_keratosis/ISIC_0014652.jpg,0.0681587,0.521973
data/test/melanoma/ISIC_0014872.jpg,0.178238,0.657394
data/test/nevus/ISIC_0015936.jpg,0.0369797,0.104314
data/test/nevus/ISIC_0015962.jpg,0.23619,0.0374566
data/test/nevus/ISIC_0013602.jpg,0.555131,0.0191047
data/test/melanoma/ISIC_0014077.jpg,0.286281,0.407073
data/test/nevus/ISIC_0015051.jpg,0.135953,0.0471045
data/test/nevus/ISIC_0016015.jpg,0.00624558,0.0358839
data/test/nevus/ISIC_0014961.jpg,0.0721287,0.0361908
data/test/melanoma/ISIC_0015142.jpg,0.618193,0.230703
data/test/nevus/ISIC_0015641.jpg,0.026618,0.0271421
data/test/nevus/ISIC_0015603.jpg,0.0596437,0.00389863
data/test/melanoma/ISIC_0012258.jpg,0.0453101,0.21817
data/test/nevus/ISIC_0014815.jpg,0.202811,0.0621679
data/test/melanoma/ISIC_0014513.jpg,0.100236,0.809122
data/test/nevus/ISIC_0013998.jpg,0.24138,0.0443878
data/test/melanoma/ISIC_0015119.jpg,0.756824,0.0243271
data/test/nevus/ISIC_0015947.jpg,0.0570966,0.0207351
data/test/melanoma/ISIC_0015156.jpg,0.308477,0.224834
data/test/seborrheic_keratosis/ISIC_0014619.jpg,0.68664,0.211007
data/test/seborrheic_keratosis/ISIC_0012928.jpg,0.0124076,0.846033
data/test/seborrheic_keratosis/ISIC_0012510.jpg,0.597733,0.168543
data/test/nevus/ISIC_0015411.jpg,0.0150644,0.00854015
data/test/nevus/ISIC_0015959.jpg,0.408863,0.0124995
data/test/nevus/ISIC_0015563.jpg,0.117652,0.00726785
data/test/nevus/ISIC_0014907.jpg,0.072933,0.0945899
data/test/nevus/ISIC_0016023.jpg,0.0116565,0.813853
data/test/melanoma/ISIC_0013678.jpg,0.400147,0.486304
data/test/nevus/ISIC_0014927.jpg,0.00856924,0.000539813
data/test/seborrheic_keratosis/ISIC_0012848.jpg,0.132335,0.362872
data/test/nevus/ISIC_0015015.jpg,0.289944,0.224179
data/test/nevus/ISIC_0015468.jpg,0.136355,0.0775555
data/test/nevus/ISIC_0016012.jpg,0.23249,0.0760066
data/test/nevus/ISIC_0016055.jpg,0.0128329,0.0579589
data/test/nevus/ISIC_0012903.jpg,0.0024723,0.00519191
data/test/nevus/ISIC_0015636.jpg,0.751035,0.0886987
data/test/seborrheic_keratosis/ISIC_0014586.jpg,0.489199,0.00641314
data/test/nevus/ISIC_0016003.jpg,0.199432,0.0350537
data/test/nevus/ISIC_0015019.jpg,0.379777,0.206675
data/test/seborrheic_keratosis/ISIC_0013465.jpg,0.0208251,0.138629
data/test/nevus/ISIC_0016058.jpg,0.0393833,0.223331
data/test/nevus/ISIC_0014798.jpg,0.104957,0.0449193
data/test/nevus/ISIC_0015485.jpg,0.107035,0.0229017
data/test/nevus/ISIC_0015078.jpg,0.111799,0.109036
data/test/nevus/ISIC_0013109.jpg,0.016276,0.00391371
data/test/seborrheic_keratosis/ISIC_0013271.jpg,0.0611907,0.416471
data/test/nevus/ISIC_0014687.jpg,0.208306,0.00676778
data/test/nevus/ISIC_0015215.jpg,0.156304,0.0935306
data/test/melanoma/ISIC_0015193.jpg,0.0939704,0.0173014
data/test/melanoma/ISIC_0013472.jpg,0.291594,0.389509
data/test/melanoma/ISIC_0014559.jpg,0.675748,0.225656
data/test/nevus/ISIC_0014955.jpg,0.298785,0.0783123
data/test/seborrheic_keratosis/ISIC_0014631.jpg,0.0678916,0.834655
data/test/nevus/ISIC_0015368.jpg,0.31499,0.0457021
data/test/nevus/ISIC_0015945.jpg,0.231741,0.0520945
data/test/nevus/ISIC_0014780.jpg,0.327803,0.0223695
data/test/seborrheic_keratosis/ISIC_0014648.jpg,0.0279588,0.939699
data/test/nevus/ISIC_0015355.jpg,0.0612735,0.0851004
data/test/nevus/ISIC_0015404.jpg,0.650554,0.0412211
data/test/nevus/ISIC_0013794.jpg,0.022448,0.0652556
data/test/seborrheic_keratosis/ISIC_0013203.jpg,0.010703,0.965558
data/test/nevus/ISIC_0015347.jpg,0.151154,0.00700047
data/test/nevus/ISIC_0015364.jpg,0.0580802,0.0710352
data/test/nevus/ISIC_0015963.jpg,0.0249807,0.0483699
data/test/nevus/ISIC_0015961.jpg,0.146899,0.00832225
data/test/nevus/ISIC_0014720.jpg,0.204889,0.00622674
data/test/melanoma/ISIC_0015185.jpg,0.401564,0.0485408
data/test/nevus/ISIC_0015037.jpg,0.266408,0.173
data/test/melanoma/ISIC_0014478.jpg,0.588398,0.0365186
data/test/nevus/ISIC_0015568.jpg,0.621001,0.0365922
data/test/nevus/ISIC_0015003.jpg,0.324276,0.303229
data/test/melanoma/ISIC_0014423.jpg,0.491204,0.174573
data/test/nevus/ISIC_0016062.jpg,0.519248,0.00383069
data/test/nevus/ISIC_0012551.jpg,0.0254317,0.116403
data/test/nevus/ISIC_0016052.jpg,0.446729,0.0331105
data/test/nevus/ISIC_0016008.jpg,0.249404,0.328289
data/test/nevus/ISIC_0015949.jpg,0.0677614,0.00932358
data/test/nevus/ISIC_0015956.jpg,0.060081,0.00491698
data/test/nevus/ISIC_0015276.jpg,0.061264,0.0125337
data/test/nevus/ISIC_0015218.jpg,0.0550762,0.0308497
data/test/seborrheic_keratosis/ISIC_0014644.jpg,0.2024,0.0991007
data/test/nevus/ISIC_0016066.jpg,0.807853,0.0229613
data/test/nevus/ISIC_0015960.jpg,0.0418296,0.000460994
data/test/nevus/ISIC_0012967.jpg,0.0693278,0.460074
data/test/nevus/ISIC_0015369.jpg,0.348669,0.0376655
data/test/melanoma/ISIC_0013072.jpg,0.540907,0.0976091
data/test/nevus/ISIC_0016026.jpg,0.284775,0.190835
data/test/nevus/ISIC_0014740.jpg,0.631125,0.102707
data/test/seborrheic_keratosis/ISIC_0013085.jpg,0.00187523,0.926048
data/test/nevus/ISIC_0016064.jpg,0.0571197,0.555896
data/test/seborrheic_keratosis/ISIC_0014590.jpg,0.187572,0.102929
data/test/nevus/ISIC_0016005.jpg,0.0886068,0.0712701
data/test/nevus/ISIC_0015985.jpg,0.0482141,0.0160157
data/test/nevus/ISIC_0013529.jpg,0.123151,0.00626777
data/test/nevus/ISIC_0015383.jpg,0.0259199,0.000310659
data/test/nevus/ISIC_0014765.jpg,0.0373678,0.00700768
data/test/melanoma/ISIC_0015115.jpg,0.840578,0.0638778
data/test/melanoma/ISIC_0015041.jpg,0.246647,0.0419447
data/test/melanoma/ISIC_0013565.jpg,0.0401531,0.0784463
data/test/nevus/ISIC_0013511.jpg,0.488493,0.202798
data/test/melanoma/ISIC_0014219.jpg,0.349767,0.504265
data/test/melanoma/ISIC_0013766.jpg,0.491703,0.0501974
data/test/nevus/ISIC_0015226.jpg,0.136303,0.0921803
data/test/melanoma/ISIC_0014129.jpg,0.876863,0.0532357
data/test/nevus/ISIC_0014973.jpg,0.599364,0.0686749
data/test/melanoma/ISIC_0015071.jpg,0.540978,0.0725071
data/test/nevus/ISIC_0015157.jpg,0.296466,0.107703
data/test/nevus/ISIC_0015273.jpg,0.0390571,0.0145149
data/test/nevus/ISIC_0015953.jpg,0.0923489,0.427788
data/test/nevus/ISIC_0016028.jpg,0.000727538,0.343374
data/test/nevus/ISIC_0015436.jpg,0.456252,0.108863
data/test/melanoma/ISIC_0014233.jpg,0.157324,0.215172
data/test/melanoma/ISIC_0014288.jpg,0.394864,0.107108
data/test/nevus/ISIC_0016011.jpg,0.00363523,0.932115
data/test/nevus/ISIC_0015150.jpg,0.37244,0.0289434
data/test/nevus/ISIC_0015202.jpg,0.106016,0.0119162
data/test/nevus/ISIC_0014879.jpg,0.00232382,0.0488823
data/test/nevus/ISIC_0015224.jpg,0.0381511,0.074721
data/test/nevus/ISIC_0015171.jpg,0.758849,0.0965632
data/test/nevus/ISIC_0014117.jpg,0.139959,0.00655562
data/test/melanoma/ISIC_0013917.jpg,0.00419932,0.0493376
data/test/nevus/ISIC_0015310.jpg,0.0715776,0.0257699
data/test/nevus/ISIC_0015279.jpg,0.0897935,0.0334732
data/test/seborrheic_keratosis/ISIC_0012207.jpg,0.142457,0.74138
data/test/nevus/ISIC_0013911.jpg,0.185196,0.0679434
data/test/nevus/ISIC_0012484.jpg,0.11073,0.395813
data/test/nevus/ISIC_0013512.jpg,0.0354667,0.239087
data/test/melanoma/ISIC_0014284.jpg,0.7238,0.108545
data/test/nevus/ISIC_0016034.jpg,0.56702,0.0771105
data/test/seborrheic_keratosis/ISIC_0013977.jpg,0.00337199,0.769587
data/test/nevus/ISIC_0015149.jpg,0.599244,0.0820552
data/test/nevus/ISIC_0013738.jpg,0.00436332,0.0103563
data/test/melanoma/ISIC_0014160.jpg,0.820712,0.0540687
data/test/nevus/ISIC_0016022.jpg,0.339599,0.0613518
data/test/nevus/ISIC_0015466.jpg,0.190699,0.0259868
data/test/nevus/ISIC_0014943.jpg,0.25889,0.0741024
data/test/melanoma/ISIC_0014546.jpg,0.361948,0.0520369
data/test/melanoma/ISIC_0012425.jpg,0.13275,0.0553518
data/test/nevus/ISIC_0016027.jpg,0.0872236,0.550152
data/test/nevus/ISIC_0015989.jpg,0.0215139,0.0883812
data/test/nevus/ISIC_0015254.jpg,0.0426197,0.0677204
data/test/nevus/ISIC_0016046.jpg,0.0947874,0.0104842
data/test/melanoma/ISIC_0012758.jpg,0.0534161,8.58202e-05
data/test/nevus/ISIC_0013159.jpg,0.0883157,0.582247
data/test/nevus/ISIC_0015638.jpg,0.140867,0.021632
data/test/nevus/ISIC_0012904.jpg,0.0115902,0.0301032
data/test/nevus/ISIC_0015331.jpg,0.0491418,0.0148422
data/test/seborrheic_keratosis/ISIC_0012537.jpg,0.24657,0.250463
data/test/melanoma/ISIC_0013588.jpg,0.0752045,0.186877
data/test/nevus/ISIC_0015140.jpg,0.624051,0.0226429
data/test/nevus/ISIC_0015161.jpg,0.0327259,0.00346757
data/test/nevus/ISIC_0016033.jpg,0.0848243,0.475837
data/test/seborrheic_keratosis/ISIC_0014503.jpg,0.0589613,0.679941
data/test/nevus/ISIC_0015155.jpg,0.0151985,0.0231682
data/test/nevus/ISIC_0014944.jpg,0.242722,0.00707308
data/test/seborrheic_keratosis/ISIC_0012852.jpg,0.000739481,0.484416
data/test/nevus/ISIC_0012149.jpg,0.0108798,0.914945
data/test/melanoma/ISIC_0014727.jpg,0.18095,0.708212
data/test/nevus/ISIC_0015997.jpg,0.2837,0.0577874
data/test/nevus/ISIC_0015244.jpg,0.0679152,0.425628
data/test/seborrheic_keratosis/ISIC_0014600.jpg,0.300885,0.451517
data/test/seborrheic_keratosis/ISIC_0014574.jpg,0.131568,0.524981
data/test/nevus/ISIC_0013809.jpg,0.418305,0.0413843
data/test/seborrheic_keratosis/ISIC_0014627.jpg,0.0169241,0.870882
data/test/nevus/ISIC_0014977.jpg,0.22486,0.0346004
data/test/nevus/ISIC_0015996.jpg,0.157281,0.0450982
data/test/nevus/ISIC_0016049.jpg,0.0255394,0.00105951
data/test/nevus/ISIC_0015951.jpg,0.02789,0.114972
data/test/nevus/ISIC_0014814.jpg,0.0507494,0.0597163
data/test/nevus/ISIC_0014792.jpg,0.00764003,0.836553
data/test/melanoma/ISIC_0015251.jpg,0.391799,0.111862
data/test/nevus/ISIC_0015978.jpg,0.0583368,0.35586
data/test/nevus/ISIC_0016051.jpg,0.0386589,0.0294112
data/test/nevus/ISIC_0013966.jpg,0.045282,0.772599
data/test/melanoma/ISIC_0015136.jpg,0.864395,0.0379301
data/test/nevus/ISIC_0016025.jpg,0.0708969,0.0651926
data/test/melanoma/ISIC_0014349.jpg,0.665434,0.102431
data/test/melanoma/ISIC_0015133.jpg,0.572635,0.203234
data/test/seborrheic_keratosis/ISIC_0012447.jpg,0.0588977,0.889312
data/test/seborrheic_keratosis/ISIC_0014251.jpg,0.271605,0.621274
data/test/seborrheic_keratosis/ISIC_0012372.jpg,0.0720036,0.661604
data/test/seborrheic_keratosis/ISIC_0014643.jpg,0.00137447,0.988734
data/test/melanoma/ISIC_0014932.jpg,0.155522,0.0342439
data/test/nevus/ISIC_0015943.jpg,0.0155197,0.0304062
data/test/nevus/ISIC_0016038.jpg,0.0963549,0.0175525
data/test/nevus/ISIC_0015966.jpg,0.220081,0.180054
data/test/nevus/ISIC_0015991.jpg,0.0974832,0.0224557
data/test/nevus/ISIC_0014822.jpg,0.118429,0.135079
data/test/nevus/ISIC_0013216.jpg,0.0447972,0.0681131
data/test/nevus/ISIC_0013325.jpg,0.023416,0.0342938
data/test/melanoma/ISIC_0013925.jpg,0.022178,0.957227
data/test/seborrheic_keratosis/ISIC_0012974.jpg,0.0673655,0.516786
data/test/nevus/ISIC_0015957.jpg,0.0404112,0.4281
data/test/nevus/ISIC_0015293.jpg,0.154436,0.115355
data/test/nevus/ISIC_0015020.jpg,0.262861,0.0449644
data/test/nevus/ISIC_0015625.jpg,0.0806243,0.00828684
data/test/melanoma/ISIC_0014489.jpg,0.491092,0.0950761
data/test/melanoma/ISIC_0012369.jpg,0.250139,0.0270159
data/test/nevus/ISIC_0015386.jpg,0.442347,0.0102536
data/test/nevus/ISIC_0014947.jpg,0.0776331,0.0014742
data/test/seborrheic_keratosis/ISIC_0013673.jpg,0.00175165,0.796404
data/test/nevus/ISIC_0013226.jpg,0.0430376,0.305556
data/test/nevus/ISIC_0015176.jpg,0.331254,0.0189403
data/test/nevus/ISIC_0014998.jpg,0.200317,0.0241686
data/test/nevus/ISIC_0015948.jpg,0.0556003,0.0109889
data/test/nevus/ISIC_0016056.jpg,0.231159,0.134623
data/test/melanoma/ISIC_0015206.jpg,0.251269,0.0458715
data/test/seborrheic_keratosis/ISIC_0014649.jpg,0.0140938,0.918858
data/test/nevus/ISIC_0016035.jpg,0.160475,0.160824
data/test/nevus/ISIC_0016013.jpg,0.00412644,0.54895
data/test/nevus/ISIC_0014725.jpg,0.262176,0.0360762
data/test/seborrheic_keratosis/ISIC_0012388.jpg,0.0264347,0.228389
data/test/nevus/ISIC_0014470.jpg,0.0133362,0.680753
data/test/nevus/ISIC_0015416.jpg,0.319462,0.21368
data/test/nevus/ISIC_0015972.jpg,0.0137218,0.618168
data/test/seborrheic_keratosis/ISIC_0012240.jpg,0.169431,0.744871
data/test/nevus/ISIC_0015984.jpg,0.0126326,0.0611136
data/test/nevus/ISIC_0015969.jpg,0.0391385,0.0474565
data/test/nevus/ISIC_0012941.jpg,0.000660608,0.840513
data/test/nevus/ISIC_0016070.jpg,0.00442256,0.00912237
data/test/nevus/ISIC_0015021.jpg,0.115419,0.166418
data/test/nevus/ISIC_0015968.jpg,0.751098,0.0314375
data/test/nevus/ISIC_0015617.jpg,0.411212,0.0289359
data/test/seborrheic_keratosis/ISIC_0012414.jpg,0.0351064,0.0467959
data/test/seborrheic_keratosis/ISIC_0012199.jpg,0.379102,0.111574
data/test/nevus/ISIC_0015023.jpg,0.0221063,0.0324113
data/test/nevus/ISIC_0014964.jpg,0.048813,0.00345419
data/test/nevus/ISIC_0012837.jpg,0.0198294,0.832333
data/test/melanoma/ISIC_0013814.jpg,0.371251,0.219894
data/test/melanoma/ISIC_0014862.jpg,0.23157,0.135515
data/test/nevus/ISIC_0015179.jpg,0.300325,0.0488543
data/test/melanoma/ISIC_0014027.jpg,0.0338351,0.793631
data/test/nevus/ISIC_0015447.jpg,0.76944,0.114109
data/test/nevus/ISIC_0015390.jpg,0.139006,0.132372
data/test/melanoma/ISIC_0014319.jpg,0.616794,0.0619531
data/test/nevus/ISIC_0014833.jpg,0.329377,0.298818
data/test/nevus/ISIC_0015955.jpg,0.0857979,0.0310663
data/test/seborrheic_keratosis/ISIC_0014500.jpg,0.47297,0.0863041
data/test/seborrheic_keratosis/ISIC_0013281.jpg,0.0132058,0.944063
data/test/nevus/ISIC_0015975.jpg,0.00696951,0.00391293
data/test/nevus/ISIC_0015537.jpg,0.839782,0.0616184
data/test/nevus/ISIC_0014942.jpg,0.0015803,0.00185995
data/test/nevus/ISIC_0015223.jpg,0.0374562,0.00748764
data/test/seborrheic_keratosis/ISIC_0012387.jpg,0.0209983,0.853068
data/test/nevus/ISIC_0015212.jpg,0.00476871,0.00027629
data/test/melanoma/ISIC_0014542.jpg,0.189048,0.108226
data/test/nevus/ISIC_0015207.jpg,0.293327,0.156969
data/test/melanoma/ISIC_0013842.jpg,0.263393,0.125376
data/test/nevus/ISIC_0015976.jpg,0.0572263,0.0427424
data/test/melanoma/ISIC_0013739.jpg,0.115208,0.651519
data/test/seborrheic_keratosis/ISIC_0012248.jpg,0.277647,0.464496
data/test/nevus/ISIC_0016063.jpg,0.11108,0.0170933
data/test/nevus/ISIC_0016071.jpg,0.183756,0.0213379
data/test/nevus/ISIC_0015245.jpg,0.202323,0.088365
data/test/seborrheic_keratosis/ISIC_0014409.jpg,0.0384689,0.0315446
data/test/nevus/ISIC_0014941.jpg,0.0731997,0.0039794
data/test/melanoma/ISIC_0013696.jpg,0.190864,0.0815895
data/test/nevus/ISIC_0016053.jpg,0.0251094,0.0115098
data/test/seborrheic_keratosis/ISIC_0014629.jpg,0.00177974,0.987272
data/test/nevus/ISIC_0013600.jpg,0.352097,0.128931
data/test/nevus/ISIC_0016054.jpg,0.0316554,0.546707
data/test/nevus/ISIC_0016068.jpg,0.641171,0.069132
data/test/nevus/ISIC_0013045.jpg,0.20304,0.0149751
data/test/nevus/ISIC_0014921.jpg,0.0593391,0.00220205
data/test/melanoma/ISIC_0015132.jpg,0.874249,0.0152078
data/test/seborrheic_keratosis/ISIC_0014392.jpg,0.295721,0.0846549
data/test/nevus/ISIC_0016069.jpg,0.0406154,0.00889288
data/test/seborrheic_keratosis/ISIC_0012358.jpg,0.373839,0.219326
data/test/nevus/ISIC_0014938.jpg,0.424748,0.0124397
data/test/seborrheic_keratosis/ISIC_0012428.jpg,0.19544,0.117639
data/test/nevus/ISIC_0014786.jpg,0.172407,0.376974
data/test/nevus/ISIC_0014936.jpg,0.376212,0.00505184
data/test/seborrheic_keratosis/ISIC_0013169.jpg,0.29773,0.592963
data/test/nevus/ISIC_0014863.jpg,0.0340395,0.0626886
data/test/nevus/ISIC_0014968.jpg,0.0873045,0.0301915
